class1name,class1id,class2name,class2id,is_subclass
accessory,0,recyclable,81,0
accessory,0,region,82,0
accessory,0,resourceprobe,83,0
accessory,0,room,84,0
accessory,0,satellite,85,0
accessory,0,scanner,86,0
accessory,0,scene,87,0
accessory,0,sector,88,0
accessory,0,shieldgenerator,89,0
accessory,0,ship_xs,90,0
accessory,0,ship_s,91,0
accessory,0,ship_m,92,0
accessory,0,ship_l,93,0
accessory,0,ship_xl,94,0
accessory,0,signalleak,95,0
accessory,0,spacesuit,96,0
accessory,0,stardust,97,0
accessory,0,station,98,0
accessory,0,storage,99,0
accessory,0,sun,100,0
accessory,0,switchable,101,0
accessory,0,targetpoint,102,0
accessory,0,textdisplay,103,0
accessory,0,turret,104,0
accessory,0,uielement,105,0
accessory,0,ventureplatform,106,0
accessory,0,weapon,107,0
accessory,0,welfaremodule,108,0
accessory,0,zone,109,0
accessory,0,collectable,110,0
accessory,0,container,111,0
accessory,0,controllable,112,0
accessory,0,explosive,113,0
accessory,0,launcher,114,0
accessory,0,module,115,0
accessory,0,nonplayer,116,0
accessory,0,ship,117,0
accessory,0,space,118,0
accessory,0,triggerobject,119,0
accessory,0,walkablemodule,120,0
accessory,0,,121,0
adsign,1,accessory,0,0
adsign,1,adsign,1,1
adsign,1,adsignobject,2,0
adsign,1,anomaly,3,0
adsign,1,asteroid,4,0
adsign,1,attachment,5,0
adsign,1,bomb,6,0
adsign,1,bomblauncher,7,0
adsign,1,buildstorage,8,0
adsign,1,buildmodule,9,0
adsign,1,buildprocessor,10,0
adsign,1,bullet,11,0
adsign,1,cargobay,12,0
adsign,1,celestialbody,13,0
adsign,1,checkpoint,14,0
adsign,1,cluster,15,0
adsign,1,cockpit,16,0
adsign,1,collectableshieldrestore,17,0
adsign,1,collectableammo,18,0
adsign,1,collectabledata,19,0
adsign,1,collectableblueprints,20,0
adsign,1,collectablewares,21,0
adsign,1,component,22,1
adsign,1,computer,23,0
adsign,1,connectionmodule,24,0
adsign,1,controlroom,25,0
adsign,1,countermeasure,26,0
adsign,1,crate,27,0
adsign,1,crate_l,28,0
adsign,1,crate_m,29,0
adsign,1,crate_s,30,0
adsign,1,crystal,31,0
adsign,1,cutsceneanchor,32,0
adsign,1,datavault,33,0
adsign,1,defencemodule,34,0
adsign,1,defensible,35,0
adsign,1,destructible,36,1
adsign,1,detector,37,0
adsign,1,dismantleprocessor,38,0
adsign,1,dockarea,39,0
adsign,1,dockingbay,40,0
adsign,1,drop,41,0
adsign,1,effectobject,42,0
adsign,1,engine,43,0
adsign,1,entity,44,0
adsign,1,forceemitter,45,0
adsign,1,fogvolume,46,0
adsign,1,galaxy,47,0
adsign,1,gate,48,0
adsign,1,habitation,49,0
adsign,1,hackerprobe,50,0
adsign,1,highway,51,0
adsign,1,highwayblocker,52,0
adsign,1,highwaybooster,53,0
adsign,1,highwayentrygate,54,0
adsign,1,highwayexitgate,55,0
adsign,1,highwayscene,56,0
adsign,1,highwaytrigger,57,0
adsign,1,holomap,58,0
adsign,1,influenceobject,59,0
adsign,1,landmarkobject,60,0
adsign,1,lensflare,61,0
adsign,1,lock,62,0
adsign,1,lockbox,63,0
adsign,1,mine,64,0
adsign,1,miningnode,65,0
adsign,1,missile,66,0
adsign,1,missilelauncher,67,0
adsign,1,missileturret,68,0
adsign,1,moon,69,0
adsign,1,navbeacon,70,0
adsign,1,navcontext,71,0
adsign,1,npc,72,0
adsign,1,object,73,0
adsign,1,pier,74,0
adsign,1,planet,75,0
adsign,1,player,76,0
adsign,1,positional,77,1
adsign,1,processingmodule,78,0
adsign,1,production,79,0
adsign,1,radar,80,0
adsign,1,recyclable,81,0
adsign,1,region,82,0
adsign,1,resourceprobe,83,0
adsign,1,room,84,0
adsign,1,satellite,85,0
adsign,1,scanner,86,0
adsign,1,scene,87,0
adsign,1,sector,88,0
adsign,1,shieldgenerator,89,0
adsign,1,ship_xs,90,0
adsign,1,ship_s,91,0
adsign,1,ship_m,92,0
adsign,1,ship_l,93,0
adsign,1,ship_xl,94,0
adsign,1,signalleak,95,0
adsign,1,spacesuit,96,0
adsign,1,stardust,97,0
adsign,1,station,98,0
adsign,1,storage,99,0
adsign,1,sun,100,0
adsign,1,switchable,101,0
adsign,1,targetpoint,102,0
adsign,1,textdisplay,103,0
adsign,1,turret,104,0
adsign,1,uielement,105,0
adsign,1,ventureplatform,106,0
adsign,1,weapon,107,0
adsign,1,welfaremodule,108,0
adsign,1,zone,109,0
adsign,1,collectable,110,0
adsign,1,container,111,0
adsign,1,controllable,112,0
adsign,1,explosive,113,0
adsign,1,launcher,114,0
adsign,1,module,115,0
adsign,1,nonplayer,116,0
adsign,1,ship,117,0
adsign,1,space,118,0
adsign,1,triggerobject,119,0
adsign,1,walkablemodule,120,0
adsign,1,,121,0
adsignobject,2,accessory,0,0
adsignobject,2,adsign,1,0
adsignobject,2,adsignobject,2,1
adsignobject,2,anomaly,3,0
adsignobject,2,asteroid,4,0
adsignobject,2,attachment,5,0
adsignobject,2,bomb,6,0
adsignobject,2,bomblauncher,7,0
adsignobject,2,buildstorage,8,0
adsignobject,2,buildmodule,9,0
adsignobject,2,buildprocessor,10,0
adsignobject,2,bullet,11,0
adsignobject,2,cargobay,12,0
adsignobject,2,celestialbody,13,0
adsignobject,2,checkpoint,14,0
adsignobject,2,cluster,15,0
adsignobject,2,cockpit,16,0
adsignobject,2,collectableshieldrestore,17,0
adsignobject,2,collectableammo,18,0
adsignobject,2,collectabledata,19,0
adsignobject,2,collectableblueprints,20,0
adsignobject,2,collectablewares,21,0
adsignobject,2,component,22,1
adsignobject,2,computer,23,0
adsignobject,2,connectionmodule,24,0
adsignobject,2,controlroom,25,0
adsignobject,2,countermeasure,26,0
adsignobject,2,crate,27,0
adsignobject,2,crate_l,28,0
adsignobject,2,crate_m,29,0
adsignobject,2,crate_s,30,0
adsignobject,2,crystal,31,0
adsignobject,2,cutsceneanchor,32,0
adsignobject,2,datavault,33,0
adsignobject,2,defencemodule,34,0
adsignobject,2,defensible,35,0
adsignobject,2,destructible,36,1
adsignobject,2,detector,37,0
adsignobject,2,dismantleprocessor,38,0
adsignobject,2,dockarea,39,0
adsignobject,2,dockingbay,40,0
adsignobject,2,drop,41,0
adsignobject,2,effectobject,42,0
adsignobject,2,engine,43,0
adsignobject,2,entity,44,0
adsignobject,2,forceemitter,45,0
adsignobject,2,fogvolume,46,0
adsignobject,2,galaxy,47,0
adsignobject,2,gate,48,0
adsignobject,2,habitation,49,0
adsignobject,2,hackerprobe,50,0
adsignobject,2,highway,51,0
adsignobject,2,highwayblocker,52,0
adsignobject,2,highwaybooster,53,0
adsignobject,2,highwayentrygate,54,0
adsignobject,2,highwayexitgate,55,0
adsignobject,2,highwayscene,56,0
adsignobject,2,highwaytrigger,57,0
adsignobject,2,holomap,58,0
adsignobject,2,influenceobject,59,0
adsignobject,2,landmarkobject,60,0
adsignobject,2,lensflare,61,0
adsignobject,2,lock,62,0
adsignobject,2,lockbox,63,0
adsignobject,2,mine,64,0
adsignobject,2,miningnode,65,0
adsignobject,2,missile,66,0
adsignobject,2,missilelauncher,67,0
adsignobject,2,missileturret,68,0
adsignobject,2,moon,69,0
adsignobject,2,navbeacon,70,0
adsignobject,2,navcontext,71,0
adsignobject,2,npc,72,0
adsignobject,2,object,73,1
adsignobject,2,pier,74,0
adsignobject,2,planet,75,0
adsignobject,2,player,76,0
adsignobject,2,positional,77,1
adsignobject,2,processingmodule,78,0
adsignobject,2,production,79,0
adsignobject,2,radar,80,0
adsignobject,2,recyclable,81,0
adsignobject,2,region,82,0
adsignobject,2,resourceprobe,83,0
adsignobject,2,room,84,0
adsignobject,2,satellite,85,0
adsignobject,2,scanner,86,0
adsignobject,2,scene,87,0
adsignobject,2,sector,88,0
adsignobject,2,shieldgenerator,89,0
adsignobject,2,ship_xs,90,0
adsignobject,2,ship_s,91,0
adsignobject,2,ship_m,92,0
adsignobject,2,ship_l,93,0
adsignobject,2,ship_xl,94,0
adsignobject,2,signalleak,95,0
adsignobject,2,spacesuit,96,0
adsignobject,2,stardust,97,0
adsignobject,2,station,98,0
adsignobject,2,storage,99,0
adsignobject,2,sun,100,0
adsignobject,2,switchable,101,0
adsignobject,2,targetpoint,102,0
adsignobject,2,textdisplay,103,0
adsignobject,2,turret,104,0
adsignobject,2,uielement,105,0
adsignobject,2,ventureplatform,106,0
adsignobject,2,weapon,107,0
adsignobject,2,welfaremodule,108,0
adsignobject,2,zone,109,0
adsignobject,2,collectable,110,0
adsignobject,2,container,111,0
adsignobject,2,controllable,112,0
adsignobject,2,explosive,113,0
adsignobject,2,launcher,114,0
adsignobject,2,module,115,0
adsignobject,2,nonplayer,116,0
adsignobject,2,ship,117,0
adsignobject,2,space,118,0
adsignobject,2,triggerobject,119,0
adsignobject,2,walkablemodule,120,0
adsignobject,2,,121,0
anomaly,3,accessory,0,0
anomaly,3,adsign,1,0
anomaly,3,adsignobject,2,0
anomaly,3,anomaly,3,1
anomaly,3,asteroid,4,0
anomaly,3,attachment,5,0
anomaly,3,bomb,6,0
anomaly,3,bomblauncher,7,0
anomaly,3,buildstorage,8,0
anomaly,3,buildmodule,9,0
anomaly,3,buildprocessor,10,0
anomaly,3,bullet,11,0
anomaly,3,cargobay,12,0
anomaly,3,celestialbody,13,0
anomaly,3,checkpoint,14,0
anomaly,3,cluster,15,0
anomaly,3,cockpit,16,0
anomaly,3,collectableshieldrestore,17,0
anomaly,3,collectableammo,18,0
anomaly,3,collectabledata,19,0
anomaly,3,collectableblueprints,20,0
anomaly,3,collectablewares,21,0
anomaly,3,component,22,1
anomaly,3,computer,23,0
anomaly,3,connectionmodule,24,0
anomaly,3,controlroom,25,0
anomaly,3,countermeasure,26,0
anomaly,3,crate,27,0
anomaly,3,crate_l,28,0
anomaly,3,crate_m,29,0
anomaly,3,crate_s,30,0
anomaly,3,crystal,31,0
anomaly,3,cutsceneanchor,32,0
anomaly,3,datavault,33,0
anomaly,3,defencemodule,34,0
anomaly,3,defensible,35,0
anomaly,3,destructible,36,1
anomaly,3,detector,37,0
anomaly,3,dismantleprocessor,38,0
anomaly,3,dockarea,39,0
anomaly,3,dockingbay,40,0
anomaly,3,drop,41,0
anomaly,3,effectobject,42,0
anomaly,3,engine,43,0
anomaly,3,entity,44,0
anomaly,3,forceemitter,45,0
anomaly,3,fogvolume,46,0
anomaly,3,galaxy,47,0
anomaly,3,gate,48,0
anomaly,3,habitation,49,0
anomaly,3,hackerprobe,50,0
anomaly,3,highway,51,0
anomaly,3,highwayblocker,52,0
anomaly,3,highwaybooster,53,0
anomaly,3,highwayentrygate,54,0
anomaly,3,highwayexitgate,55,0
anomaly,3,highwayscene,56,0
anomaly,3,highwaytrigger,57,0
anomaly,3,holomap,58,0
anomaly,3,influenceobject,59,0
anomaly,3,landmarkobject,60,0
anomaly,3,lensflare,61,0
anomaly,3,lock,62,0
anomaly,3,lockbox,63,0
anomaly,3,mine,64,0
anomaly,3,miningnode,65,0
anomaly,3,missile,66,0
anomaly,3,missilelauncher,67,0
anomaly,3,missileturret,68,0
anomaly,3,moon,69,0
anomaly,3,navbeacon,70,0
anomaly,3,navcontext,71,0
anomaly,3,npc,72,0
anomaly,3,object,73,1
anomaly,3,pier,74,0
anomaly,3,planet,75,0
anomaly,3,player,76,0
anomaly,3,positional,77,1
anomaly,3,processingmodule,78,0
anomaly,3,production,79,0
anomaly,3,radar,80,0
anomaly,3,recyclable,81,0
anomaly,3,region,82,0
anomaly,3,resourceprobe,83,0
anomaly,3,room,84,0
anomaly,3,satellite,85,0
anomaly,3,scanner,86,0
anomaly,3,scene,87,0
anomaly,3,sector,88,0
anomaly,3,shieldgenerator,89,0
anomaly,3,ship_xs,90,0
anomaly,3,ship_s,91,0
anomaly,3,ship_m,92,0
anomaly,3,ship_l,93,0
anomaly,3,ship_xl,94,0
anomaly,3,signalleak,95,0
anomaly,3,spacesuit,96,0
anomaly,3,stardust,97,0
anomaly,3,station,98,0
anomaly,3,storage,99,0
anomaly,3,sun,100,0
anomaly,3,switchable,101,0
anomaly,3,targetpoint,102,0
anomaly,3,textdisplay,103,0
anomaly,3,turret,104,0
anomaly,3,uielement,105,0
anomaly,3,ventureplatform,106,0
anomaly,3,weapon,107,0
anomaly,3,welfaremodule,108,0
anomaly,3,zone,109,0
anomaly,3,collectable,110,0
anomaly,3,container,111,0
anomaly,3,controllable,112,0
anomaly,3,explosive,113,0
anomaly,3,launcher,114,0
anomaly,3,module,115,0
anomaly,3,nonplayer,116,0
anomaly,3,ship,117,0
anomaly,3,space,118,0
anomaly,3,triggerobject,119,1
anomaly,3,walkablemodule,120,0
anomaly,3,,121,0
asteroid,4,accessory,0,0
asteroid,4,adsign,1,0
asteroid,4,adsignobject,2,0
asteroid,4,anomaly,3,0
asteroid,4,asteroid,4,1
asteroid,4,attachment,5,0
asteroid,4,bomb,6,0
asteroid,4,bomblauncher,7,0
asteroid,4,buildstorage,8,0
asteroid,4,buildmodule,9,0
asteroid,4,buildprocessor,10,0
asteroid,4,bullet,11,0
asteroid,4,cargobay,12,0
asteroid,4,celestialbody,13,0
asteroid,4,checkpoint,14,0
asteroid,4,cluster,15,0
asteroid,4,cockpit,16,0
asteroid,4,collectableshieldrestore,17,0
asteroid,4,collectableammo,18,0
asteroid,4,collectabledata,19,0
asteroid,4,collectableblueprints,20,0
asteroid,4,collectablewares,21,0
asteroid,4,component,22,1
asteroid,4,computer,23,0
asteroid,4,connectionmodule,24,0
asteroid,4,controlroom,25,0
asteroid,4,countermeasure,26,0
asteroid,4,crate,27,0
asteroid,4,crate_l,28,0
asteroid,4,crate_m,29,0
asteroid,4,crate_s,30,0
asteroid,4,crystal,31,0
asteroid,4,cutsceneanchor,32,0
asteroid,4,datavault,33,0
asteroid,4,defencemodule,34,0
asteroid,4,defensible,35,0
asteroid,4,destructible,36,1
asteroid,4,detector,37,0
asteroid,4,dismantleprocessor,38,0
asteroid,4,dockarea,39,0
asteroid,4,dockingbay,40,0
asteroid,4,drop,41,0
asteroid,4,effectobject,42,0
asteroid,4,engine,43,0
asteroid,4,entity,44,0
asteroid,4,forceemitter,45,0
asteroid,4,fogvolume,46,0
asteroid,4,galaxy,47,0
asteroid,4,gate,48,0
asteroid,4,habitation,49,0
asteroid,4,hackerprobe,50,0
asteroid,4,highway,51,0
asteroid,4,highwayblocker,52,0
asteroid,4,highwaybooster,53,0
asteroid,4,highwayentrygate,54,0
asteroid,4,highwayexitgate,55,0
asteroid,4,highwayscene,56,0
asteroid,4,highwaytrigger,57,0
asteroid,4,holomap,58,0
asteroid,4,influenceobject,59,0
asteroid,4,landmarkobject,60,0
asteroid,4,lensflare,61,0
asteroid,4,lock,62,0
asteroid,4,lockbox,63,0
asteroid,4,mine,64,0
asteroid,4,miningnode,65,0
asteroid,4,missile,66,0
asteroid,4,missilelauncher,67,0
asteroid,4,missileturret,68,0
asteroid,4,moon,69,0
asteroid,4,navbeacon,70,0
asteroid,4,navcontext,71,0
asteroid,4,npc,72,0
asteroid,4,object,73,1
asteroid,4,pier,74,0
asteroid,4,planet,75,0
asteroid,4,player,76,0
asteroid,4,positional,77,1
asteroid,4,processingmodule,78,0
asteroid,4,production,79,0
asteroid,4,radar,80,0
asteroid,4,recyclable,81,0
asteroid,4,region,82,0
asteroid,4,resourceprobe,83,0
asteroid,4,room,84,0
asteroid,4,satellite,85,0
asteroid,4,scanner,86,0
asteroid,4,scene,87,0
asteroid,4,sector,88,0
asteroid,4,shieldgenerator,89,0
asteroid,4,ship_xs,90,0
asteroid,4,ship_s,91,0
asteroid,4,ship_m,92,0
asteroid,4,ship_l,93,0
asteroid,4,ship_xl,94,0
asteroid,4,signalleak,95,0
asteroid,4,spacesuit,96,0
asteroid,4,stardust,97,0
asteroid,4,station,98,0
asteroid,4,storage,99,0
asteroid,4,sun,100,0
asteroid,4,switchable,101,0
asteroid,4,targetpoint,102,0
asteroid,4,textdisplay,103,0
asteroid,4,turret,104,0
asteroid,4,uielement,105,0
asteroid,4,ventureplatform,106,0
asteroid,4,weapon,107,0
asteroid,4,welfaremodule,108,0
asteroid,4,zone,109,0
asteroid,4,collectable,110,0
asteroid,4,container,111,0
asteroid,4,controllable,112,0
asteroid,4,explosive,113,0
asteroid,4,launcher,114,0
asteroid,4,module,115,0
asteroid,4,nonplayer,116,0
asteroid,4,ship,117,0
asteroid,4,space,118,0
asteroid,4,triggerobject,119,0
asteroid,4,walkablemodule,120,0
asteroid,4,,121,0
attachment,5,accessory,0,0
attachment,5,adsign,1,0
attachment,5,adsignobject,2,0
attachment,5,anomaly,3,0
attachment,5,asteroid,4,0
attachment,5,attachment,5,1
attachment,5,bomb,6,0
attachment,5,bomblauncher,7,0
attachment,5,buildstorage,8,0
attachment,5,buildmodule,9,0
attachment,5,buildprocessor,10,0
attachment,5,bullet,11,0
attachment,5,cargobay,12,0
attachment,5,celestialbody,13,0
attachment,5,checkpoint,14,0
attachment,5,cluster,15,0
attachment,5,cockpit,16,0
attachment,5,collectableshieldrestore,17,0
attachment,5,collectableammo,18,0
attachment,5,collectabledata,19,0
attachment,5,collectableblueprints,20,0
attachment,5,collectablewares,21,0
attachment,5,component,22,1
attachment,5,computer,23,0
attachment,5,connectionmodule,24,0
attachment,5,controlroom,25,0
attachment,5,countermeasure,26,0
attachment,5,crate,27,0
attachment,5,crate_l,28,0
attachment,5,crate_m,29,0
attachment,5,crate_s,30,0
attachment,5,crystal,31,0
attachment,5,cutsceneanchor,32,0
attachment,5,datavault,33,0
attachment,5,defencemodule,34,0
attachment,5,defensible,35,0
attachment,5,destructible,36,1
attachment,5,detector,37,0
attachment,5,dismantleprocessor,38,0
attachment,5,dockarea,39,0
attachment,5,dockingbay,40,0
attachment,5,drop,41,0
attachment,5,effectobject,42,0
attachment,5,engine,43,0
attachment,5,entity,44,0
attachment,5,forceemitter,45,0
attachment,5,fogvolume,46,0
attachment,5,galaxy,47,0
attachment,5,gate,48,0
attachment,5,habitation,49,0
attachment,5,hackerprobe,50,0
attachment,5,highway,51,0
attachment,5,highwayblocker,52,0
attachment,5,highwaybooster,53,0
attachment,5,highwayentrygate,54,0
attachment,5,highwayexitgate,55,0
attachment,5,highwayscene,56,0
attachment,5,highwaytrigger,57,0
attachment,5,holomap,58,0
attachment,5,influenceobject,59,0
attachment,5,landmarkobject,60,0
attachment,5,lensflare,61,0
attachment,5,lock,62,0
attachment,5,lockbox,63,0
attachment,5,mine,64,0
attachment,5,miningnode,65,0
attachment,5,missile,66,0
attachment,5,missilelauncher,67,0
attachment,5,missileturret,68,0
attachment,5,moon,69,0
attachment,5,navbeacon,70,0
attachment,5,navcontext,71,0
attachment,5,npc,72,0
attachment,5,object,73,0
attachment,5,pier,74,0
attachment,5,planet,75,0
attachment,5,player,76,0
attachment,5,positional,77,1
attachment,5,processingmodule,78,0
attachment,5,production,79,0
attachment,5,radar,80,0
attachment,5,recyclable,81,0
attachment,5,region,82,0
attachment,5,resourceprobe,83,0
attachment,5,room,84,0
attachment,5,satellite,85,0
attachment,5,scanner,86,0
attachment,5,scene,87,0
attachment,5,sector,88,0
attachment,5,shieldgenerator,89,0
attachment,5,ship_xs,90,0
attachment,5,ship_s,91,0
attachment,5,ship_m,92,0
attachment,5,ship_l,93,0
attachment,5,ship_xl,94,0
attachment,5,signalleak,95,0
attachment,5,spacesuit,96,0
attachment,5,stardust,97,0
attachment,5,station,98,0
attachment,5,storage,99,0
attachment,5,sun,100,0
attachment,5,switchable,101,0
attachment,5,targetpoint,102,0
attachment,5,textdisplay,103,0
attachment,5,turret,104,0
attachment,5,uielement,105,0
attachment,5,ventureplatform,106,0
attachment,5,weapon,107,0
attachment,5,welfaremodule,108,0
attachment,5,zone,109,0
attachment,5,collectable,110,0
attachment,5,container,111,0
attachment,5,controllable,112,0
attachment,5,explosive,113,0
attachment,5,launcher,114,0
attachment,5,module,115,0
attachment,5,nonplayer,116,0
attachment,5,ship,117,0
attachment,5,space,118,0
attachment,5,triggerobject,119,0
attachment,5,walkablemodule,120,0
attachment,5,,121,0
bomb,6,accessory,0,0
bomb,6,adsign,1,0
bomb,6,adsignobject,2,0
bomb,6,anomaly,3,0
bomb,6,asteroid,4,0
bomb,6,attachment,5,0
bomb,6,bomb,6,1
bomb,6,bomblauncher,7,0
bomb,6,buildstorage,8,0
bomb,6,buildmodule,9,0
bomb,6,buildprocessor,10,0
bomb,6,bullet,11,0
bomb,6,cargobay,12,0
bomb,6,celestialbody,13,0
bomb,6,checkpoint,14,0
bomb,6,cluster,15,0
bomb,6,cockpit,16,0
bomb,6,collectableshieldrestore,17,0
bomb,6,collectableammo,18,0
bomb,6,collectabledata,19,0
bomb,6,collectableblueprints,20,0
bomb,6,collectablewares,21,0
bomb,6,component,22,1
bomb,6,computer,23,0
bomb,6,connectionmodule,24,0
bomb,6,controlroom,25,0
bomb,6,countermeasure,26,0
bomb,6,crate,27,0
bomb,6,crate_l,28,0
bomb,6,crate_m,29,0
bomb,6,crate_s,30,0
bomb,6,crystal,31,0
bomb,6,cutsceneanchor,32,0
bomb,6,datavault,33,0
bomb,6,defencemodule,34,0
bomb,6,defensible,35,0
bomb,6,destructible,36,1
bomb,6,detector,37,0
bomb,6,dismantleprocessor,38,0
bomb,6,dockarea,39,0
bomb,6,dockingbay,40,0
bomb,6,drop,41,0
bomb,6,effectobject,42,0
bomb,6,engine,43,0
bomb,6,entity,44,0
bomb,6,forceemitter,45,0
bomb,6,fogvolume,46,0
bomb,6,galaxy,47,0
bomb,6,gate,48,0
bomb,6,habitation,49,0
bomb,6,hackerprobe,50,0
bomb,6,highway,51,0
bomb,6,highwayblocker,52,0
bomb,6,highwaybooster,53,0
bomb,6,highwayentrygate,54,0
bomb,6,highwayexitgate,55,0
bomb,6,highwayscene,56,0
bomb,6,highwaytrigger,57,0
bomb,6,holomap,58,0
bomb,6,influenceobject,59,0
bomb,6,landmarkobject,60,0
bomb,6,lensflare,61,0
bomb,6,lock,62,0
bomb,6,lockbox,63,0
bomb,6,mine,64,0
bomb,6,miningnode,65,0
bomb,6,missile,66,0
bomb,6,missilelauncher,67,0
bomb,6,missileturret,68,0
bomb,6,moon,69,0
bomb,6,navbeacon,70,0
bomb,6,navcontext,71,0
bomb,6,npc,72,0
bomb,6,object,73,1
bomb,6,pier,74,0
bomb,6,planet,75,0
bomb,6,player,76,0
bomb,6,positional,77,1
bomb,6,processingmodule,78,0
bomb,6,production,79,0
bomb,6,radar,80,0
bomb,6,recyclable,81,0
bomb,6,region,82,0
bomb,6,resourceprobe,83,0
bomb,6,room,84,0
bomb,6,satellite,85,0
bomb,6,scanner,86,0
bomb,6,scene,87,0
bomb,6,sector,88,0
bomb,6,shieldgenerator,89,0
bomb,6,ship_xs,90,0
bomb,6,ship_s,91,0
bomb,6,ship_m,92,0
bomb,6,ship_l,93,0
bomb,6,ship_xl,94,0
bomb,6,signalleak,95,0
bomb,6,spacesuit,96,0
bomb,6,stardust,97,0
bomb,6,station,98,0
bomb,6,storage,99,0
bomb,6,sun,100,0
bomb,6,switchable,101,0
bomb,6,targetpoint,102,0
bomb,6,textdisplay,103,0
bomb,6,turret,104,0
bomb,6,uielement,105,0
bomb,6,ventureplatform,106,0
bomb,6,weapon,107,0
bomb,6,welfaremodule,108,0
bomb,6,zone,109,0
bomb,6,collectable,110,0
bomb,6,container,111,0
bomb,6,controllable,112,0
bomb,6,explosive,113,1
bomb,6,launcher,114,0
bomb,6,module,115,0
bomb,6,nonplayer,116,0
bomb,6,ship,117,0
bomb,6,space,118,0
bomb,6,triggerobject,119,0
bomb,6,walkablemodule,120,0
bomb,6,,121,0
bomblauncher,7,accessory,0,0
bomblauncher,7,adsign,1,0
bomblauncher,7,adsignobject,2,0
bomblauncher,7,anomaly,3,0
bomblauncher,7,asteroid,4,0
bomblauncher,7,attachment,5,0
bomblauncher,7,bomb,6,0
bomblauncher,7,bomblauncher,7,1
bomblauncher,7,buildstorage,8,0
bomblauncher,7,buildmodule,9,0
bomblauncher,7,buildprocessor,10,0
bomblauncher,7,bullet,11,0
bomblauncher,7,cargobay,12,0
bomblauncher,7,celestialbody,13,0
bomblauncher,7,checkpoint,14,0
bomblauncher,7,cluster,15,0
bomblauncher,7,cockpit,16,0
bomblauncher,7,collectableshieldrestore,17,0
bomblauncher,7,collectableammo,18,0
bomblauncher,7,collectabledata,19,0
bomblauncher,7,collectableblueprints,20,0
bomblauncher,7,collectablewares,21,0
bomblauncher,7,component,22,1
bomblauncher,7,computer,23,0
bomblauncher,7,connectionmodule,24,0
bomblauncher,7,controlroom,25,0
bomblauncher,7,countermeasure,26,0
bomblauncher,7,crate,27,0
bomblauncher,7,crate_l,28,0
bomblauncher,7,crate_m,29,0
bomblauncher,7,crate_s,30,0
bomblauncher,7,crystal,31,0
bomblauncher,7,cutsceneanchor,32,0
bomblauncher,7,datavault,33,0
bomblauncher,7,defencemodule,34,0
bomblauncher,7,defensible,35,0
bomblauncher,7,destructible,36,1
bomblauncher,7,detector,37,0
bomblauncher,7,dismantleprocessor,38,0
bomblauncher,7,dockarea,39,0
bomblauncher,7,dockingbay,40,0
bomblauncher,7,drop,41,0
bomblauncher,7,effectobject,42,0
bomblauncher,7,engine,43,0
bomblauncher,7,entity,44,0
bomblauncher,7,forceemitter,45,0
